!	0.00134226057540353
addict	2.2673320530465e-06
addition	1.3603992318279e-05
address	0.000147376583448023
addressed	1.13366602652325e-05
adequate	9.069328212186e-06
adhered	2.2673320530465e-06
adjacent	2.2673320530465e-06
adjoins	2.2673320530465e-06
adjourned	2.2673320530465e-06
adjust	2.2673320530465e-06
adjusted	2.2673320530465e-06
admire	2.04059884774185e-05
admired	2.2673320530465e-06
admiring	2.2673320530465e-06
admission	2.2673320530465e-06
admit	3.1742648742651e-05
admits	4.534664106093e-06
admitted	2.2673320530465e-05
admonished	4.534664106093e-06
adopt	6.8019961591395e-06
adopted	1.58713243713255e-05
adore	4.534664106093e-06
adored	2.2673320530465e-06
adores	2.2673320530465e-06
adorn	2.2673320530465e-06
adorned	4.534664106093e-06
adult	2.2673320530465e-06
adults	6.8019961591395e-06
advance	4.9881305167023e-05
advanced	9.069328212186e-06
advances	2.2673320530465e-06
advantage	4.76139731139765e-05
advantages	4.534664106093e-06
adventure	6.8019961591395e-06
advertise	2.2673320530465e-06
advice	0.000281149174577766
advisable	4.534664106093e-06
advise	3.40099807956975e-05
advised	7.48219577505345e-05
aerobics	2.2673320530465e-06
affair	3.40099807956975e-05
affairs	9.069328212186e-06
affected	1.13366602652325e-05
affection	1.13366602652325e-05
afford	7.7089289803581e-05
affords	2.2673320530465e-06
afield	2.2673320530465e-06
afraid	0.000342367140010022
africa	9.069328212186e-06
after	0.00103163608413616
afternoon	0.000301555163055185
aftertaste	2.2673320530465e-06
afterward	4.534664106093e-06
again	0.000646189635118253
against	0.000240337197622929
age	0.000219931209145511
aged	2.2673320530465e-06
agency	2.2673320530465e-06
agent	2.2673320530465e-06
ages	2.49406525835115e-05
aggressive	4.534664106093e-06
aging	2.2673320530465e-06
agitated	4.534664106093e-06
ago	0.000340099807956975
agog	2.2673320530465e-06
agony	2.2673320530465e-06
agree	0.000287951170736906
agreeable	1.13366602652325e-05
agreed	4.534664106093e-05
agreeing	2.2673320530465e-06
agreement	1.3603992318279e-05
agrees	4.534664106093e-06
agriculture	4.534664106093e-06
ah	6.8019961591395e-06
aha	4.534664106093e-06
ahead	9.5227946227953e-05
ahhh	2.2673320530465e-06
aid	4.534664106093e-06
aided	2.2673320530465e-06
aids	2.2673320530465e-06
ails	2.2673320530465e-06
aim	6.8019961591395e-06
aiming	4.534664106093e-06
aims	2.2673320530465e-06
ain	2.2673320530465e-06
air	0.00018138656424372
air-conditioned	2.2673320530465e-06
airplane	2.7207984636558e-05
airplanes	2.2673320530465e-06
airport	0.000183653896296767
airs	6.8019961591395e-06
airsickness	2.2673320530465e-06
aisle	2.2673320530465e-06
ajar	2.2673320530465e-06
akasaka	2.2673320530465e-06
akemi	2.2673320530465e-06
akiko	2.2673320530465e-06
akina	2.2673320530465e-06
akira	4.534664106093e-06
alarm	9.069328212186e-06
alarmed	4.534664106093e-06
alaska	2.2673320530465e-06
album	1.13366602652325e-05
albums	2.2673320530465e-06
alcohol	9.069328212186e-06
alex	2.2673320530465e-06
alice	1.13366602652325e-05
alienated	2.2673320530465e-06
alike	1.58713243713255e-05
alive	6.3485297485302e-05
all	0.00287270971120992
all-round	2.2673320530465e-06
alleged	2.2673320530465e-06
allen	2.2673320530465e-06
allergic	9.069328212186e-06
alley	2.2673320530465e-06
allow	2.49406525835115e-05
allowance	2.2673320530465e-06
allowances	2.2673320530465e-06
allowed	4.534664106093e-05
almost	0.00018818856040286
alone	0.000333297811797836
along	0.000396783109283138
aloof	2.2673320530465e-06
aloud	9.069328212186e-06
alpinist	2.2673320530465e-06
already	0.000229000537357697
also	0.000133772591129744
alterations	2.2673320530465e-06
alternate	2.2673320530465e-06
alternated	6.8019961591395e-06
alternative	9.069328212186e-06
alternatives	2.2673320530465e-06
although	1.3603992318279e-05
altogether	1.3603992318279e-05
always	0.000943210134067344
am	0.00200658886694615
amateur	2.2673320530465e-06
amazed	1.13366602652325e-05
amazement	2.2673320530465e-06
amazing	4.534664106093e-06
ambition	2.2673320530465e-06
ambitious	4.534664106093e-06
ambulance	4.534664106093e-06
amends	2.2673320530465e-06
america	0.000238069865569883
american	0.000129237927023651
americans	1.8138656424372e-05
amiable	2.2673320530465e-06
amiss	4.534664106093e-06
among	9.5227946227953e-05
amount	1.3603992318279e-05
amounts	2.2673320530465e-06
ample	2.2673320530465e-06
amsterdam	2.2673320530465e-06
amuse	2.2673320530465e-06
amused	2.94753166896045e-05
amusement	9.069328212186e-06
amusements	4.534664106093e-06
amusing	1.8138656424372e-05
amy	2.2673320530465e-06
an	0.00170049903978488
analyze	2.2673320530465e-06
ancestry	2.2673320530465e-06
ancient	2.2673320530465e-06
and	0.00228773804152392
anderson	2.2673320530465e-06
anesthesia	2.2673320530465e-06
angel	9.069328212186e-06
angelic	2.2673320530465e-06
anger	2.94753166896045e-05
angered	2.2673320530465e-06
angle	2.2673320530465e-06
angrily	4.534664106093e-06
angry	0.000308357159214324
anguish	2.2673320530465e-06
animal	2.7207984636558e-05
animals	9.9762610334046e-05
ann	2.2673320530465e-05
anne	4.534664106093e-06
announcement	6.8019961591395e-06
announcer	4.534664106093e-06
announcers	2.2673320530465e-06
annoy	2.2673320530465e-06
annoyed	9.069328212186e-06
annoys	4.534664106093e-06
another	0.000435327754184928
answer	0.000512417043988509
answered	6.3485297485302e-05
answering	9.069328212186e-06
answers	2.49406525835115e-05
anticipate	4.534664106093e-06
anticipation	2.2673320530465e-06
antiques	4.534664106093e-06
antithesis	2.2673320530465e-06
anxieties	2.2673320530465e-06
anxiety	1.3603992318279e-05
anxious	0.000183653896296767
any	0.00120848798427378
any-how	2.2673320530465e-06
anybody	9.9762610334046e-05
anyhow	9.069328212186e-06
anymore	2.2673320530465e-05
anyone	0.000102029942387093
anyplace	4.534664106093e-06
anything	0.000623516314587788
anytime	6.8019961591395e-06
anyway	1.58713243713255e-05
anywhere	6.57526295383485e-05
aomori	2.2673320530465e-06
apart	2.7207984636558e-05
apartment	1.8138656424372e-05
apologies	2.2673320530465e-06
apologize	3.40099807956975e-05
apologized	6.8019961591395e-06
apology	1.58713243713255e-05
apparent	4.534664106093e-06
apparently	6.8019961591395e-06
appeal	9.069328212186e-06
appealed	9.069328212186e-06
appealing	2.2673320530465e-06
appeals	2.2673320530465e-06
appear	3.1742648742651e-05
appearance	1.58713243713255e-05
appearances	4.534664106093e-06
appeared	3.40099807956975e-05
appearing	6.8019961591395e-06
appears	5.21486372200695e-05
appendicitis	2.2673320530465e-06
appetite	1.8138656424372e-05
appetizing	2.2673320530465e-06
apple	2.94753166896045e-05
apples	4.534664106093e-05
applied	9.069328212186e-06
applies	4.534664106093e-06
apply	1.58713243713255e-05
appoint	2.2673320530465e-06
appointed	1.58713243713255e-05
appointment	5.21486372200695e-05
appointments	2.2673320530465e-06
appreciate	4.30793090078835e-05
appreciated	2.2673320530465e-06
appreciates	4.534664106093e-06
appreciation	6.8019961591395e-06
appreciative	2.2673320530465e-06
apprehensions	2.2673320530465e-06
apprehensive	2.2673320530465e-06
approach	6.8019961591395e-06
approached	6.8019961591395e-06
approaching	1.13366602652325e-05
appropriate	2.2673320530465e-06
approval	2.2673320530465e-06
approve	2.49406525835115e-05
approved	9.069328212186e-06
april	1.3603992318279e-05
apt	2.2673320530465e-05
aquarium	2.2673320530465e-06
arabic	4.534664106093e-06
are	0.00439408951880412
area	6.8019961591395e-06
aren	6.3485297485302e-05
argue	6.8019961591395e-06
argued	1.13366602652325e-05
arguing	1.8138656424372e-05
argument	1.58713243713255e-05
arise	2.2673320530465e-06
arisen	4.534664106093e-06
arm	5.66833013261625e-05
arms	1.13366602652325e-05
army	2.2673320530465e-06
arose	2.2673320530465e-06
around	0.000312891823320417
arrange	9.069328212186e-06
arranged	9.069328212186e-06
arrangement	4.534664106093e-06
arrangements	1.13366602652325e-05
arrest	2.2673320530465e-06
arrested	2.2673320530465e-06
arrival	3.6277312848744e-05
arrivals	2.2673320530465e-06
arrive	0.000133772591129744
arrived	0.00036277312848744
arrives	1.8138656424372e-05
arriving	2.49406525835115e-05
arrogance	6.8019961591395e-06
arrogant	4.534664106093e-06
art	2.04059884774185e-05
article	6.8019961591395e-06
articles	4.534664106093e-06
artificial	4.534664106093e-06
artist	1.3603992318279e-05
artists	2.2673320530465e-06
artless	2.2673320530465e-06
arts	2.2673320530465e-06
as	0.0042467129353561
ascends	2.2673320530465e-06
ascertained	2.2673320530465e-06
ascribed	4.534664106093e-06
ashamed	4.9881305167023e-05
ashes	2.2673320530465e-06
ashtray	4.534664106093e-06
aside	1.13366602652325e-05
ask	0.000367307792593533
asked	0.000405852437495324
asking	2.94753166896045e-05
asks	4.534664106093e-06
asleep	9.9762610334046e-05
aspirin	6.8019961591395e-06
ass	2.2673320530465e-06
assembly	4.534664106093e-06
assent	2.2673320530465e-06
assented	4.534664106093e-06
asserted	4.534664106093e-06
assess	2.2673320530465e-06
assigned	4.534664106093e-06
assignment	2.49406525835115e-05
assignments	4.534664106093e-06
assist	6.8019961591395e-06
assistance	2.04059884774185e-05
assistant	4.534664106093e-06
assistants	2.2673320530465e-06
assisted	6.8019961591395e-06
assisting	2.2673320530465e-06
associate	1.13366602652325e-05
associated	2.2673320530465e-06
association	4.534664106093e-06
assume	4.534664106093e-06
assumed	1.13366602652325e-05
assure	4.534664106093e-06
assured	6.8019961591395e-06
astonished	1.8138656424372e-05
astonishingly	2.2673320530465e-06
astonishment	2.2673320530465e-06
astrology	2.2673320530465e-06
astronomy	2.2673320530465e-06
at	0.00568646878904062
ate	4.30793090078835e-05
athlete	9.069328212186e-06
athletic	2.04059884774185e-05
atsushi	2.2673320530465e-06
attached	1.13366602652325e-05
attaches	2.2673320530465e-06
attachment	4.534664106093e-06
attack	2.2673320530465e-06
attacked	4.534664106093e-06
attained	4.534664106093e-06
attempt	9.069328212186e-06
attempted	4.534664106093e-06
attempts	2.2673320530465e-06
attend	0.000176851900137627
attendance	9.069328212186e-06
attended	3.85446449017905e-05
attending	3.40099807956975e-05
attends	2.2673320530465e-06
attention	5.66833013261625e-05
attentive	4.534664106093e-06
attitude	9.069328212186e-06
attitudes	2.2673320530465e-06
attracted	9.069328212186e-06
attraction	2.2673320530465e-06
attractive	1.13366602652325e-05
attributed	6.8019961591395e-06
audience	1.58713243713255e-05
audition	2.2673320530465e-06
august	9.069328212186e-06
aunt	2.7207984636558e-05
auntie	2.2673320530465e-06
australia	2.2673320530465e-05
australians	2.2673320530465e-06
austria	9.069328212186e-06
author	9.069328212186e-06
authority	2.2673320530465e-06
auto	2.2673320530465e-06
autograph	6.8019961591395e-06
automatic	2.2673320530465e-06
automatically	2.2673320530465e-06
automobile	1.3603992318279e-05
autumn	1.8138656424372e-05
avail	1.13366602652325e-05
available	2.49406525835115e-05
availed	1.13366602652325e-05
avenged	2.2673320530465e-06
average	4.534664106093e-06
aversion	2.2673320530465e-06
avert	2.2673320530465e-06
avoid	6.8019961591395e-06
avoided	4.534664106093e-06
avoids	2.2673320530465e-06
awake	9.069328212186e-06
aware	3.6277312848744e-05
away	0.000664328291542625
awful	9.069328212186e-06
awfully	6.8019961591395e-06
awkward	4.534664106093e-06
awoke	2.2673320530465e-05
ax	2.2673320530465e-06
axis	2.2673320530465e-06
babbled	2.2673320530465e-06
babies	1.13366602652325e-05
baby	0.000349169136169161
babysitter	2.2673320530465e-06
back	0.00101349742771179
backache	2.2673320530465e-06
backbone	2.2673320530465e-06
backed	2.2673320530465e-06
backs	9.069328212186e-06
backward	6.8019961591395e-06
backyard	4.534664106093e-06
bad	0.00046026840676844
bade	9.069328212186e-06
badly	4.0811976954837e-05
baffles	2.2673320530465e-06
bag	0.000151911247554116
baggage	5.8950633379209e-05
bags	2.04059884774185e-05
bait	2.2673320530465e-06
baked	4.534664106093e-06
baking	4.534664106093e-06
balance	4.534664106093e-06
bald	4.534664106093e-06
ball	2.49406525835115e-05
ball-point	2.2673320530465e-06
ballpark	4.534664106093e-06
ballpoint	2.2673320530465e-06
balmy	2.2673320530465e-06
bananas	2.2673320530465e-06
band	2.2673320530465e-06
band-aid	2.2673320530465e-06
bang	2.2673320530465e-06
banged	2.2673320530465e-06
banish	2.2673320530465e-06
bank	0.000183653896296767
banking	4.534664106093e-06
bankrupt	1.3603992318279e-05
banned	2.2673320530465e-06
bar	4.534664106093e-06
barbara	2.2673320530465e-06
barber	1.3603992318279e-05
bare	2.2673320530465e-06
barely	1.13366602652325e-05
bargain	6.8019961591395e-06
bargained	2.2673320530465e-06
bargaining	2.2673320530465e-06
bark	2.2673320530465e-06
barked	2.2673320530465e-06
barking	4.534664106093e-06
barks	4.534664106093e-06
barn	4.534664106093e-06
barren	2.2673320530465e-06
barring	2.2673320530465e-06
base	2.2673320530465e-06
baseball	0.000287951170736906
based	2.2673320530465e-06
basically	4.534664106093e-06
basked	2.2673320530465e-06
basket	1.13366602652325e-05
basketball	1.3603992318279e-05
basking	2.2673320530465e-06
basks	2.2673320530465e-06
bat	2.2673320530465e-06
bath	4.9881305167023e-05
bathe	4.534664106093e-06
bathed	6.8019961591395e-06
bathroom	1.58713243713255e-05
bathtub	2.2673320530465e-06
batter	2.2673320530465e-06
batteries	2.2673320530465e-06
battery	6.8019961591395e-06
battle	4.534664106093e-06
bawling	2.2673320530465e-06
bazaar	2.2673320530465e-06
be	0.00423537627509086
beach	2.49406525835115e-05
bean	2.2673320530465e-06
beans	2.2673320530465e-06
bear	4.30793090078835e-05
beard	2.2673320530465e-06
bearing	4.534664106093e-06
bears	4.534664106093e-06
beat	2.49406525835115e-05
beaten	4.534664106093e-06
beating	4.534664106093e-06
beats	2.2673320530465e-06
beautiful	0.000494278387564137
beautifully	2.2673320530465e-06
beauty	9.069328212186e-05
became	0.000170049903978488
because	0.000353703800275254
beck	2.2673320530465e-06
become	0.000224465873251604
becomes	2.49406525835115e-05
becoming	1.58713243713255e-05
bed	0.000442129750344068
beddy-byes	2.2673320530465e-06
bedroom	4.534664106093e-06
bedside	2.2673320530465e-06
bedtime	2.2673320530465e-06
bee	1.58713243713255e-05
beef	9.069328212186e-06
been	0.00174131101673971
beer	4.534664106093e-05
beers	2.2673320530465e-06
bees	2.2673320530465e-06
beethoven	2.2673320530465e-06
before	0.000961348790491716
beforehand	2.2673320530465e-06
beg	9.069328212186e-06
began	0.000292485834842999
beggar	2.2673320530465e-06
begged	1.58713243713255e-05
begging	4.534664106093e-06
begin	9.069328212186e-05
beginning	4.30793090078835e-05
begins	3.1742648742651e-05
begrudges	2.2673320530465e-06
beguiled	2.2673320530465e-06
begun	6.8019961591395e-06
behalf	1.8138656424372e-05
behave	2.49406525835115e-05
behaved	4.534664106093e-06
behaves	2.2673320530465e-06
behavior	5.66833013261625e-05
behind	0.000172317236031534
behooves	2.2673320530465e-06
being	0.000378644452858766
belief	1.13366602652325e-05
beliefs	2.2673320530465e-06
believable	2.2673320530465e-06
believe	0.000360505796434394
believed	4.534664106093e-05
believer	4.534664106093e-06
believes	9.069328212186e-06
believing	2.2673320530465e-06
bell	4.534664106093e-06
bellman	2.2673320530465e-06
bellows	2.2673320530465e-06
belly	2.2673320530465e-06
belong	2.2673320530465e-05
belongings	6.8019961591395e-06
belongs	4.0811976954837e-05
beloved	4.534664106093e-06
below	4.534664106093e-06
ben	4.534664106093e-06
bench	2.04059884774185e-05
bends	2.2673320530465e-06
beneath	9.069328212186e-06
benefactor	2.2673320530465e-06
benefit	1.8138656424372e-05
bennett	2.2673320530465e-06
bent	1.13366602652325e-05
benumbed	2.2673320530465e-06
bereaved	9.069328212186e-06
bereft	4.534664106093e-06
berry	2.2673320530465e-06
beseech	2.2673320530465e-06
beside	2.94753166896045e-05
besides	1.58713243713255e-05
besought	2.2673320530465e-06
best	0.000575902341473811
best-selling	2.2673320530465e-06
bet	3.1742648742651e-05
beth	2.2673320530465e-06
betray	9.069328212186e-06
betrayed	6.8019961591395e-06
better	0.00102936875208311
betty	9.069328212186e-06
between	0.000126970594970604
beware	6.8019961591395e-06
bewildered	4.534664106093e-06
beyond	8.38912859627205e-05
bible	4.534664106093e-06
bicycle	0.000240337197622929
bicycles	2.2673320530465e-06
bidden	2.2673320530465e-06
bidding	2.2673320530465e-06
bids	2.2673320530465e-06
big	0.000321961151532603
bigger	2.2673320530465e-05
biggest	1.3603992318279e-05
bike	3.6277312848744e-05
bill	0.000256208521994255
billy	2.2673320530465e-06
bin	2.2673320530465e-06
bind	2.2673320530465e-06
biochemistry	2.2673320530465e-06
bird	5.21486372200695e-05
birdcage	2.2673320530465e-06
birds	7.7089289803581e-05
birth	2.49406525835115e-05
birthday	0.000179119232190674
bit	0.000120168598811465
bite	2.04059884774185e-05
biting	4.534664106093e-06
bitten	2.2673320530465e-06
bitter	6.8019961591395e-06
biwa	4.534664106093e-06
black	2.7207984636558e-05
blackboard	9.069328212186e-06
blame	0.000106564606493186
blamed	1.8138656424372e-05
blaming	2.2673320530465e-06
blanched	2.2673320530465e-06
blank	4.534664106093e-06
blanket	9.069328212186e-06
blanketed	2.2673320530465e-06
blaze	2.2673320530465e-06
bleary	2.2673320530465e-06
bled	2.2673320530465e-06
bleeding	4.534664106093e-06
blend	2.2673320530465e-06
blends	2.2673320530465e-06
blessed	6.8019961591395e-06
blessing	6.8019961591395e-06
blew	1.58713243713255e-05
blind	2.49406525835115e-05
blink	2.2673320530465e-06
blinked	2.2673320530465e-06
bliss	2.2673320530465e-06
block	2.2673320530465e-06
blocked	2.2673320530465e-06
blocks	6.8019961591395e-06
blond	4.534664106093e-06
blonde	2.2673320530465e-06
blood	9.069328212186e-06
bloom	1.13366602652325e-05
blouse	4.534664106093e-06
blow	9.069328212186e-06
blowing	2.04059884774185e-05
blown	1.8138656424372e-05
blows	6.8019961591395e-06
blue	0.000126970594970604
blues	4.534664106093e-06
blunders	2.2673320530465e-06
blurred	2.2673320530465e-06
blush	2.2673320530465e-06
blushed	9.069328212186e-06
board	2.04059884774185e-05
boarding	2.2673320530465e-06
boards	4.534664106093e-06
boast	1.13366602652325e-05
boasted	4.534664106093e-06
boastful	2.2673320530465e-06
boasts	2.94753166896045e-05
boat	6.3485297485302e-05
bob	0.000133772591129744
body	1.13366602652325e-05
boiling	6.8019961591395e-06
bold	6.8019961591395e-06
bolt	4.534664106093e-06
bolted	4.534664106093e-06
bombed	2.2673320530465e-06
bonds	2.2673320530465e-06
bone	2.2673320530465e-06
bones	6.8019961591395e-06
boob	2.2673320530465e-06
book	0.00146696383832109
bookcase	2.2673320530465e-06
booked	1.13366602652325e-05
bookkeeping	2.2673320530465e-06
books	0.000587239001739044
bookseller	2.2673320530465e-06
bookshelf	9.069328212186e-06
bookshop	2.2673320530465e-06
bookstore	9.069328212186e-06
bookworm	4.534664106093e-06
booming	2.2673320530465e-06
boon	2.2673320530465e-06
boost	2.2673320530465e-06
boot	2.2673320530465e-06
boots	6.8019961591395e-06
bore	4.534664106093e-06
bored	1.8138656424372e-05
bores	2.2673320530465e-06
boring	6.8019961591395e-06
born	0.000217663877092464
borne	4.534664106093e-06
borrow	7.93566218566275e-05
borrowed	3.1742648742651e-05
boss	6.12179654322555e-05
bossy	2.2673320530465e-06
boston	1.3603992318279e-05
both	0.000206327216827232
bother	2.94753166896045e-05
bothered	6.8019961591395e-06
bothering	4.534664106093e-06
bothers	2.2673320530465e-06
bottle	1.8138656424372e-05
bottom	2.04059884774185e-05
bought	0.000428525758025789
bouncing	2.2673320530465e-06
bound	5.8950633379209e-05
bowed	9.069328212186e-06
bowl	2.2673320530465e-06
box	0.000210861880933325
boxes	9.069328212186e-06
boy	0.000691536276179183
boyfriend	6.8019961591395e-06
boyish	2.2673320530465e-06
boys	0.000163247907819348
brain	1.13366602652325e-05
brains	4.534664106093e-06
brake	2.2673320530465e-06
branch	2.2673320530465e-06
branches	2.2673320530465e-06
brand	2.2673320530465e-06
brave	2.49406525835115e-05
brazil	2.2673320530465e-06
bread	9.069328212186e-06
break	0.000145109251394976
breakfast	0.000247139193782069
breaking	1.13366602652325e-05
breaks	2.04059884774185e-05
breast	2.2673320530465e-06
breath	3.1742648742651e-05
breath-taking	2.2673320530465e-06
breathe	4.534664106093e-06
breathing	2.2673320530465e-06
brewing	2.2673320530465e-06
brian	2.2673320530465e-06
bribe	2.2673320530465e-06
bride	4.534664106093e-06
bridge	0.000149643915501069
bridges	2.2673320530465e-06
brief	1.8138656424372e-05
bright	2.94753166896045e-05
brightened	6.8019961591395e-06
brighter	2.2673320530465e-06
brightest	2.2673320530465e-06
brilliant	4.534664106093e-06
brimmed	4.534664106093e-06
brimming	2.2673320530465e-06
bring	0.000224465873251604
bringing	2.2673320530465e-06
brings	2.2673320530465e-06
brink	2.2673320530465e-06
britain	1.8138656424372e-05
british	4.534664106093e-06
broad	4.534664106093e-06
broadcast	4.534664106093e-06
brochure	2.2673320530465e-06
brochures	2.2673320530465e-06
broiling	2.2673320530465e-06
broke	0.000290218502789952
broken	9.74952782809995e-05
brooded	4.534664106093e-06
brooke	2.2673320530465e-06
brother	0.00058950633379209
brothers	3.6277312848744e-05
brought	0.000174584568084581
brown	7.93566218566275e-05
browns	2.2673320530465e-06
bruise	2.2673320530465e-06
brush	2.04059884774185e-05
brushed	6.8019961591395e-06
brushing	2.2673320530465e-06
brute	2.2673320530465e-06
buck	6.8019961591395e-06
bucket	4.534664106093e-06
buckets	2.2673320530465e-06
bud	4.534664106093e-06
budding	2.2673320530465e-06
bugs	2.2673320530465e-06
build	1.13366602652325e-05
building	0.000206327216827232
buildings	1.8138656424372e-05
built	9.069328212186e-05
bulk	2.2673320530465e-06
bullet	2.2673320530465e-06
bulletin	2.2673320530465e-06
bullied	2.2673320530465e-06
bully	2.2673320530465e-06
bullying	2.2673320530465e-06
bummer	2.2673320530465e-06
bump	2.2673320530465e-06
bumped	9.069328212186e-06
burden	9.069328212186e-06
burglar	6.8019961591395e-06
burglars	4.534664106093e-06
buried	4.534664106093e-06
burn	4.534664106093e-06
burned	1.13366602652325e-05
burning	9.069328212186e-06
burnt	6.8019961591395e-06
burp	2.2673320530465e-06
burst	3.40099807956975e-05
bursting	2.2673320530465e-06
bus	0.000682466947966997
buses	2.2673320530465e-05
busier	2.2673320530465e-06
busiest	6.8019961591395e-06
busily	2.2673320530465e-06
business	0.000458001074715393
businessman	2.2673320530465e-06
busy	0.000539625028625067
but	0.00115633934705372
butcher	2.2673320530465e-06
butter	9.069328212186e-06
butterfly	2.2673320530465e-06
buttering	2.2673320530465e-06
button	2.2673320530465e-06
buy	0.000355971132328301
buyer	2.2673320530465e-06
buying	1.3603992318279e-05
buys	9.069328212186e-06
by	0.0026233031853748
cab	1.3603992318279e-05
cafe	2.2673320530465e-06
